Genre,Mood,Popularity_Score,Release_Date,Customer_Rating,Play_Count,Economic_Indicator,Age,Gender,Ad_Listener,Premium_Subscription,Revenue,Listening_History,Search_History,Playlist_Additions,Liked_Tracks,Skipped_Tracks,Location,Event_Influence,Friends_Popular_Tracks,Viral_Status,ReleaseYear,Age_Group
Electronic/Dance,Relaxed,81,2012-07-21,5,426,-1.479941278,17,Non-Binary,Yes,No,3.505213392,Taylor Swift - Love Story,Rock classics,The Beatles - Hey Jude,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,London,Coachella 2022,Adele - Hello,No,2012,0-18
Country,Melancholic,0,2012-07-22,4,677,-1.777828066,16,Female,Yes,Yes,6.415775784,Imagine Dragons - Believer,Pop genre,Coldplay - Yellow,Taylor Swift - Blank Space,Imagine Dragons - Thunder,LA,Billboard Top 50,Queen - Bohemian Rhapsody,No,2012,0-18
Blues,Relaxed,10,2012-07-23,4,564,-1.948026206,58,Others,Yes,Yes,6.921389233,Coldplay - Yellow,Rock classics,Taylor Swift - Shake it Off,Coldplay - Yellow,Drake - Hotline Bling,Tokyo,Coachella 2022,Queen - Bohemian Rhapsody,Yes,2012,51-60
Rock,Energetic,84,2012-07-24,4,91,-0.779267585,53,Non-Binary,Yes,No,3.49093939,Taylor Swift - Love Story,Pop genre,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Imagine Dragons - Thunder,LA,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2012,51-60
Country,Relaxed,22,2012-07-25,5,904,-0.399885295,64,Female,Yes,Yes,7.702796906,Adele - Hello,Queen,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Justin Bieber - Baby,Tokyo,Coachella 2022,Taylor Swift - Willow,No,2012,61-70
R&B/Soul,Melancholic,3,2012-07-26,5,492,1.387572482,18,Non-Binary,Yes,No,1.086263913,Adele - Hello,Lofi tracks,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Cardi B - WAP,LA,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2012,0-18
R&B/Soul,Relaxed,58,2012-07-27,2,159,1.695572965,28,Female,Yes,No,3.857814233,Imagine Dragons - Believer,Rock classics,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Cardi B - WAP,NY,Coachella 2022,Billie Eilish - Bad Guy,No,2012,19-30
Pop,Melancholic,76,2012-07-28,2,2,-0.064578018,35,Non-Binary,Yes,No,2.528158453,Adele - Hello,Rock classics,Coldplay - Yellow,The Beatles - Hey Jude,Imagine Dragons - Thunder,London,Local Concert,Billie Eilish - Bad Guy,No,2012,31-40
Blues,Energetic,88,2012-07-29,5,595,-1.344249738,30,Others,Yes,Yes,7.382430567,Taylor Swift - Love Story,Taylor Swift,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,Tokyo,Billboard Top 50,Billie Eilish - Bad Guy,No,2012,19-30
Jazz,Relaxed,6,2012-07-30,2,496,-0.509216751,57,Non-Binary,Yes,Yes,9.503110098,Queen - Bohemian Rhapsody,Pop genre,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,LA,Billboard Top 50,Billie Eilish - Bad Guy,No,2012,51-60
Hip-Hop/Rap,Relaxed,22,2012-07-31,4,787,0.494572693,16,Female,No,No,0.734532914,Imagine Dragons - Believer,Queen,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Justin Bieber - Baby,LA,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2012,0-18
Jazz,Relaxed,41,2012-08-01,5,575,1.621359445,68,Male,Yes,No,0.885704125,Adele - Hello,Taylor Swift,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Drake - Hotline Bling,NY,Coachella 2022,Adele - Hello,No,2012,61-70
Pop,Relaxed,41,2012-08-02,1,551,0.681510514,58,Male,Yes,No,3.770542566,The Beatles - Hey Jude,Rock classics,Coldplay - Yellow,Coldplay - Yellow,Justin Bieber - Baby,NY,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2012,51-60
Rock,Melancholic,58,2012-08-03,5,28,1.677127108,52,Male,Yes,Yes,13.39616966,The Beatles - Hey Jude,Queen,Coldplay - Yellow,The Beatles - Hey Jude,Imagine Dragons - Thunder,Tokyo,Local Concert,Coldplay - Yellow,No,2012,51-60
Jazz,Relaxed,95,2012-08-04,4,1468,0.377054328,66,Male,Yes,No,3.193225531,Adele - Hello,Taylor Swift,Adele - Hello,Billie Eilish - Bad Guy,Imagine Dragons - Thunder,Tokyo,Billboard Top 50,Coldplay - Yellow,No,2012,61-70
Hip-Hop/Rap,Relaxed,99,2012-08-05,1,825,-0.498169993,37,Non-Binary,No,Yes,13.00171856,Queen - Bohemian Rhapsody,Taylor Swift,Adele - Hello,Coldplay - Yellow,Justin Bieber - Baby,LA,Local Concert,Taylor Swift - Willow,No,2012,31-40
Jazz,Energetic,13,2012-08-06,1,56,-0.447520406,15,Female,No,Yes,13.94037881,Queen - Bohemian Rhapsody,Beatles,The Beatles - Hey Jude,Coldplay - Yellow,Cardi B - WAP,London,Coachella 2022,Coldplay - Yellow,No,2012,0-18
Hip-Hop/Rap,Energetic,27,2012-08-07,3,771,-1.084918543,62,Male,Yes,No,1.57595966,Imagine Dragons - Believer,Pop genre,Adele - Hello,Queen - Bohemian Rhapsody,Justin Bieber - Baby,Paris,Grammys 2023,Imagine Dragons - Believer,Yes,2012,61-70
Country,Melancholic,83,2012-08-08,5,688,-0.927039228,15,Male,Yes,Yes,10.35168468,Adele - Hello,Lofi tracks,Adele - Hello,Coldplay - Yellow,Justin Bieber - Baby,Tokyo,Grammys 2023,Billie Eilish - Bad Guy,No,2012,0-18
Rock,Energetic,100,2012-08-09,2,766,0.748512988,16,Others,Yes,Yes,8.777426505,Coldplay - Yellow,Taylor Swift,The Beatles - Hey Jude,Coldplay - Yellow,Ed Sheeran - Galway Girl,Tokyo,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,No,2012,0-18
Blues,Relaxed,67,2012-08-10,2,1322,-0.951448006,63,Others,Yes,No,2.197286918,The Beatles - Hey Jude,Lofi tracks,Imagine Dragons - Believer,Coldplay - Yellow,Ed Sheeran - Galway Girl,LA,Coachella 2022,Taylor Swift - Willow,No,2012,61-70
Pop,Melancholic,7,2012-08-11,5,74,0.729505915,29,Male,Yes,No,2.106786478,The Beatles - Hey Jude,Beatles,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Cardi B - WAP,London,Coachella 2022,Billie Eilish - Bad Guy,No,2012,19-30
Hip-Hop/Rap,Melancholic,13,2012-08-12,3,303,0.027849934,65,Non-Binary,No,Yes,6.627914051,Adele - Hello,Pop genre,Adele - Hello,Ed Sheeran - Shape of You,Cardi B - WAP,Tokyo,Coachella 2022,Queen - Bohemian Rhapsody,No,2012,61-70
Blues,Melancholic,34,2012-08-13,3,79,1.53213347,23,Male,Yes,No,3.459713405,Imagine Dragons - Believer,Pop genre,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,Tokyo,Billboard Top 50,Imagine Dragons - Believer,No,2012,19-30
Reggae,Energetic,25,2012-08-14,2,668,1.612550139,50,Others,No,No,0.543923089,Imagine Dragons - Believer,Pop genre,Adele - Hello,Queen - Bohemian Rhapsody,Justin Bieber - Baby,NY,Coachella 2022,Adele - Hello,No,2012,41-50
Pop,Relaxed,25,2012-08-15,1,186,-1.457718533,44,Female,Yes,No,0.506317175,Adele - Hello,Beatles,Imagine Dragons - Believer,Billie Eilish - Bad Guy,Justin Bieber - Baby,LA,Coachella 2022,Adele - Hello,No,2012,41-50
Jazz,Energetic,79,2012-08-16,1,1462,-1.145035581,47,Others,Yes,Yes,5.412130561,Imagine Dragons - Believer,Pop genre,Adele - Hello,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,Paris,Grammys 2023,Adele - Hello,No,2012,41-50
Jazz,Energetic,17,2012-08-17,3,185,-0.019193931,30,Non-Binary,No,Yes,12.52228232,Coldplay - Yellow,Beatles,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Cardi B - WAP,LA,Billboard Top 50,Billie Eilish - Bad Guy,No,2012,19-30
Country,Relaxed,60,2012-08-18,5,47,-0.195048369,28,Others,Yes,Yes,5.876359097,Coldplay - Yellow,Pop genre,Coldplay - Yellow,Billie Eilish - Bad Guy,Justin Bieber - Baby,NY,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2012,19-30
Jazz,Energetic,69,2012-08-19,3,741,0.71267472,21,Others,Yes,Yes,11.32593052,Imagine Dragons - Believer,Lofi tracks,Coldplay - Yellow,Billie Eilish - Bad Guy,Drake - Hotline Bling,NY,Local Concert,Coldplay - Yellow,No,2012,19-30
Reggae,Melancholic,93,2012-08-20,5,317,0.158149291,49,Others,Yes,Yes,11.42076775,The Beatles - Hey Jude,Rock classics,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Justin Bieber - Baby,Tokyo,Grammys 2023,Coldplay - Yellow,No,2012,41-50
Rock,Relaxed,69,2012-08-21,1,645,-1.184019097,23,Non-Binary,Yes,Yes,5.393271102,Coldplay - Yellow,Lofi tracks,Coldplay - Yellow,Billie Eilish - Bad Guy,Drake - Hotline Bling,Paris,Grammys 2023,Queen - Bohemian Rhapsody,No,2012,19-30
Blues,Energetic,27,2012-08-22,4,174,1.142594539,31,Female,Yes,Yes,6.787997894,Coldplay - Yellow,Rock classics,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Imagine Dragons - Thunder,London,Grammys 2023,Adele - Hello,No,2012,31-40
Country,Energetic,1,2012-08-23,2,423,-1.612413093,31,Non-Binary,Yes,No,1.102255023,Adele - Hello,Pop genre,Imagine Dragons - Believer,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,NY,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2012,31-40
Country,Relaxed,4,2012-08-24,3,1104,-0.365880168,69,Others,Yes,Yes,11.45187604,Adele - Hello,Lofi tracks,The Beatles - Hey Jude,The Beatles - Hey Jude,Justin Bieber - Baby,Paris,Local Concert,Imagine Dragons - Believer,No,2012,61-70
Rock,Relaxed,16,2012-08-25,1,421,-1.883620112,38,Female,No,No,3.629372127,Adele - Hello,Beatles,Adele - Hello,The Beatles - Hey Jude,Cardi B - WAP,Tokyo,Local Concert,Taylor Swift - Willow,No,2012,31-40
Electronic/Dance,Energetic,86,2012-08-26,4,290,0.952684554,31,Male,No,Yes,5.973886468,Taylor Swift - Love Story,Queen,The Beatles - Hey Jude,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,London,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2012,31-40
Jazz,Relaxed,4,2012-08-27,5,138,-0.07412996,58,Female,Yes,Yes,8.959809055,Coldplay - Yellow,Pop genre,Adele - Hello,Taylor Swift - Blank Space,Imagine Dragons - Thunder,Tokyo,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2012,51-60
Electronic/Dance,Relaxed,27,2012-08-28,4,1021,-1.731074423,13,Non-Binary,No,Yes,10.10605769,Adele - Hello,Taylor Swift,Adele - Hello,Billie Eilish - Bad Guy,Drake - Hotline Bling,NY,Billboard Top 50,Billie Eilish - Bad Guy,No,2012,0-18
Pop,Relaxed,89,2012-08-29,1,382,-0.06335365,35,Others,Yes,No,2.60638969,Adele - Hello,Rock classics,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,Paris,Oscar-winning movie soundtrack,Adele - Hello,No,2012,31-40
R&B/Soul,Energetic,55,2012-08-30,5,389,1.054978209,53,Others,Yes,Yes,5.453578476,Queen - Bohemian Rhapsody,Beatles,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Cardi B - WAP,London,Billboard Top 50,Adele - Hello,Yes,2012,51-60
Classical,Energetic,81,2012-08-31,1,224,-0.694287625,58,Female,No,No,2.771119336,Imagine Dragons - Believer,Beatles,Coldplay - Yellow,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,Tokyo,Coachella 2022,Imagine Dragons - Believer,No,2012,51-60
Classical,Energetic,96,2012-09-01,5,660,0.153548169,19,Others,Yes,Yes,11.82290522,Queen - Bohemian Rhapsody,Queen,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Drake - Hotline Bling,London,Oscar-winning movie soundtrack,Imagine Dragons - Believer,Yes,2012,19-30
Reggae,Energetic,69,2012-09-02,4,999,-0.121449552,67,Female,Yes,No,1.275918263,Imagine Dragons - Believer,Beatles,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Drake - Hotline Bling,Paris,Coachella 2022,Imagine Dragons - Believer,No,2012,61-70
Blues,Melancholic,40,2012-09-03,3,1207,-1.453531917,59,Non-Binary,No,Yes,5.392746869,Imagine Dragons - Believer,Rock classics,The Beatles - Hey Jude,Ed Sheeran - Shape of You,Justin Bieber - Baby,NY,Oscar-winning movie soundtrack,Adele - Hello,No,2012,51-60
Pop,Relaxed,98,2012-09-04,4,1391,-1.751362688,38,Non-Binary,Yes,Yes,12.10423792,Queen - Bohemian Rhapsody,Queen,Imagine Dragons - Believer,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,Tokyo,Billboard Top 50,Imagine Dragons - Believer,No,2012,31-40
Hip-Hop/Rap,Melancholic,94,2012-09-05,3,832,-1.96042559,16,Others,Yes,No,3.599759532,Taylor Swift - Love Story,Queen,The Beatles - Hey Jude,Billie Eilish - Bad Guy,Cardi B - WAP,LA,Oscar-winning movie soundtrack,Adele - Hello,No,2012,0-18
Jazz,Relaxed,52,2012-09-06,3,994,1.139718561,55,Male,Yes,Yes,11.45092633,Adele - Hello,Queen,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Drake - Hotline Bling,Tokyo,Grammys 2023,Taylor Swift - Willow,No,2012,51-60
Jazz,Relaxed,13,2012-09-07,2,40,-0.570279723,36,Male,Yes,Yes,10.04155954,Taylor Swift - Love Story,Pop genre,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Justin Bieber - Baby,London,Billboard Top 50,Coldplay - Yellow,No,2012,31-40
Electronic/Dance,Relaxed,63,2012-09-08,4,1358,0.265757873,44,Male,No,No,2.557835289,Coldplay - Yellow,Taylor Swift,Adele - Hello,Coldplay - Yellow,Imagine Dragons - Thunder,LA,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2012,41-50
Blues,Melancholic,83,2012-09-09,2,445,0.992831365,50,Male,No,No,2.544265399,Queen - Bohemian Rhapsody,Rock classics,Coldplay - Yellow,Ed Sheeran - Shape of You,Drake - Hotline Bling,Tokyo,Coachella 2022,Adele - Hello,Yes,2012,41-50
Reggae,Relaxed,13,2012-09-10,5,475,-0.908223335,52,Non-Binary,Yes,Yes,10.28721188,The Beatles - Hey Jude,Taylor Swift,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Drake - Hotline Bling,Tokyo,Grammys 2023,Taylor Swift - Willow,No,2012,51-60
Blues,Melancholic,60,2012-09-11,3,1144,0.500630834,37,Female,Yes,No,2.659025491,Imagine Dragons - Believer,Lofi tracks,Coldplay - Yellow,The Beatles - Hey Jude,Cardi B - WAP,London,Local Concert,Imagine Dragons - Believer,No,2012,31-40
Electronic/Dance,Relaxed,99,2012-09-12,3,135,-0.64546439,61,Male,No,No,2.552501848,Taylor Swift - Love Story,Pop genre,Coldplay - Yellow,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,NY,Local Concert,Coldplay - Yellow,No,2012,61-70
Rock,Relaxed,23,2012-09-13,5,1453,-0.568532481,14,Non-Binary,No,Yes,5.364623363,Imagine Dragons - Believer,Pop genre,Imagine Dragons - Believer,Coldplay - Yellow,Drake - Hotline Bling,NY,Coachella 2022,Billie Eilish - Bad Guy,No,2012,0-18
Rock,Energetic,42,2012-09-14,4,1252,1.146750202,70,Male,Yes,No,2.257799722,Coldplay - Yellow,Beatles,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,Tokyo,Grammys 2023,Imagine Dragons - Believer,No,2012,61-70
Rock,Relaxed,10,2012-09-15,1,199,0.079859397,17,Female,Yes,No,3.098173816,The Beatles - Hey Jude,Lofi tracks,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Drake - Hotline Bling,London,Coachella 2022,Taylor Swift - Willow,No,2012,0-18
Jazz,Melancholic,28,2012-09-16,4,182,-0.583539932,31,Others,Yes,No,3.553002878,The Beatles - Hey Jude,Pop genre,Taylor Swift - Shake it Off,Coldplay - Yellow,Imagine Dragons - Thunder,LA,Grammys 2023,Taylor Swift - Willow,No,2012,31-40
Pop,Melancholic,53,2012-09-17,2,615,0.247919114,24,Male,Yes,No,3.902611776,Queen - Bohemian Rhapsody,Queen,Imagine Dragons - Believer,The Beatles - Hey Jude,Justin Bieber - Baby,London,Local Concert,Queen - Bohemian Rhapsody,No,2012,19-30
Classical,Relaxed,31,2012-09-18,5,167,1.930574502,62,Others,Yes,No,1.759509506,Adele - Hello,Rock classics,Coldplay - Yellow,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,London,Local Concert,Imagine Dragons - Believer,No,2012,61-70
Country,Energetic,60,2012-09-19,3,702,-1.096391572,67,Male,Yes,No,2.675776978,Adele - Hello,Queen,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Justin Bieber - Baby,LA,Billboard Top 50,Taylor Swift - Willow,No,2012,61-70
Jazz,Melancholic,99,2012-09-20,4,1168,1.383684667,19,Male,Yes,No,1.361884023,Coldplay - Yellow,Rock classics,Imagine Dragons - Believer,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,Tokyo,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2012,19-30
Country,Melancholic,61,2012-09-21,1,348,0.087014166,39,Others,Yes,Yes,5.98634799,Queen - Bohemian Rhapsody,Taylor Swift,Imagine Dragons - Believer,Taylor Swift - Blank Space,Imagine Dragons - Thunder,Paris,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,Yes,2012,31-40
R&B/Soul,Melancholic,14,2012-09-22,2,581,-1.08604972,40,Non-Binary,Yes,No,2.125750644,The Beatles - Hey Jude,Rock classics,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Drake - Hotline Bling,LA,Grammys 2023,Coldplay - Yellow,No,2012,31-40
Reggae,Melancholic,71,2012-09-23,5,126,0.178779062,65,Others,Yes,Yes,11.85937321,Adele - Hello,Rock classics,Coldplay - Yellow,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,Paris,Local Concert,Imagine Dragons - Believer,No,2012,61-70
Hip-Hop/Rap,Relaxed,68,2012-09-24,3,278,-1.434208235,19,Non-Binary,Yes,No,1.18271857,Coldplay - Yellow,Rock classics,Coldplay - Yellow,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,Paris,Local Concert,Queen - Bohemian Rhapsody,Yes,2012,19-30
Electronic/Dance,Energetic,32,2012-09-25,3,1451,-1.060433126,46,Female,Yes,No,0.907419006,Queen - Bohemian Rhapsody,Rock classics,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,London,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2012,41-50
Rock,Relaxed,42,2012-09-26,3,1025,0.963267747,65,Female,Yes,No,3.530647409,Coldplay - Yellow,Beatles,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Justin Bieber - Baby,Paris,Grammys 2023,Taylor Swift - Willow,No,2012,61-70
Classical,Melancholic,30,2012-09-27,1,1396,0.314215878,31,Others,No,Yes,11.95324612,The Beatles - Hey Jude,Pop genre,The Beatles - Hey Jude,Coldplay - Yellow,Drake - Hotline Bling,Paris,Coachella 2022,Queen - Bohemian Rhapsody,No,2012,31-40
Country,Energetic,84,2012-09-28,3,887,-0.003509918,31,Female,Yes,Yes,8.783291024,The Beatles - Hey Jude,Pop genre,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,LA,Local Concert,Coldplay - Yellow,No,2012,31-40
Rock,Melancholic,59,2012-09-29,1,120,0.487730186,63,Non-Binary,Yes,No,0.777849449,The Beatles - Hey Jude,Rock classics,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,LA,Local Concert,Billie Eilish - Bad Guy,No,2012,61-70
R&B/Soul,Relaxed,81,2012-09-30,2,1268,0.997362568,32,Female,Yes,No,2.415065592,Adele - Hello,Beatles,The Beatles - Hey Jude,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,London,Grammys 2023,Coldplay - Yellow,Yes,2012,31-40
R&B/Soul,Melancholic,29,2012-10-01,5,45,0.802673231,20,Others,No,Yes,5.44320073,Coldplay - Yellow,Queen,The Beatles - Hey Jude,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,London,Coachella 2022,Queen - Bohemian Rhapsody,No,2012,19-30
Jazz,Energetic,14,2012-10-02,4,1222,-1.339340247,33,Others,Yes,Yes,11.7265274,Queen - Bohemian Rhapsody,Queen,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Cardi B - WAP,LA,Local Concert,Billie Eilish - Bad Guy,No,2012,31-40
Electronic/Dance,Energetic,89,2012-10-03,5,587,1.045889185,66,Female,No,Yes,11.13115637,Coldplay - Yellow,Rock classics,Imagine Dragons - Believer,The Beatles - Hey Jude,Justin Bieber - Baby,Tokyo,Local Concert,Taylor Swift - Willow,No,2012,61-70
Classical,Melancholic,0,2012-10-04,1,216,0.147817509,63,Others,Yes,No,3.856289043,Imagine Dragons - Believer,Taylor Swift,Taylor Swift - Shake it Off,Coldplay - Yellow,Cardi B - WAP,London,Local Concert,Coldplay - Yellow,No,2012,61-70
Pop,Melancholic,57,2012-10-05,3,1000,0.636843783,60,Non-Binary,Yes,No,0.718502969,Adele - Hello,Queen,Coldplay - Yellow,Taylor Swift - Blank Space,Imagine Dragons - Thunder,Paris,Local Concert,Coldplay - Yellow,No,2012,51-60
Jazz,Energetic,97,2012-10-06,3,928,-0.102806463,14,Others,Yes,Yes,12.60216916,Queen - Bohemian Rhapsody,Pop genre,Coldplay - Yellow,Taylor Swift - Blank Space,Justin Bieber - Baby,Tokyo,Billboard Top 50,Queen - Bohemian Rhapsody,No,2012,0-18
Jazz,Relaxed,27,2012-10-07,3,674,0.473779367,49,Non-Binary,No,Yes,8.52149125,Taylor Swift - Love Story,Pop genre,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,NY,Local Concert,Imagine Dragons - Believer,No,2012,41-50
Hip-Hop/Rap,Relaxed,99,2012-10-08,3,1210,1.344900871,58,Female,Yes,Yes,9.760542423,Imagine Dragons - Believer,Queen,The Beatles - Hey Jude,Billie Eilish - Bad Guy,Drake - Hotline Bling,Paris,Local Concert,Billie Eilish - Bad Guy,Yes,2012,51-60
Rock,Relaxed,3,2012-10-09,1,1306,-0.152053571,54,Non-Binary,No,No,3.15500673,Imagine Dragons - Believer,Queen,Coldplay - Yellow,Coldplay - Yellow,Justin Bieber - Baby,Paris,Billboard Top 50,Billie Eilish - Bad Guy,No,2012,51-60
Country,Relaxed,26,2012-10-10,4,1480,0.397917269,23,Others,Yes,Yes,11.4582372,Imagine Dragons - Believer,Rock classics,The Beatles - Hey Jude,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,NY,Billboard Top 50,Imagine Dragons - Believer,No,2012,19-30
Pop,Melancholic,26,2012-10-11,5,604,0.692790863,46,Others,Yes,No,3.86425883,Coldplay - Yellow,Pop genre,Adele - Hello,Coldplay - Yellow,Justin Bieber - Baby,NY,Oscar-winning movie soundtrack,Adele - Hello,No,2012,41-50
Electronic/Dance,Energetic,95,2012-10-12,2,529,-0.538851523,36,Others,Yes,No,0.731623093,Adele - Hello,Pop genre,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,Paris,Coachella 2022,Coldplay - Yellow,No,2012,31-40
Country,Energetic,98,2012-10-13,4,183,-1.591292639,31,Female,No,Yes,13.25593456,Coldplay - Yellow,Lofi tracks,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Drake - Hotline Bling,NY,Grammys 2023,Adele - Hello,No,2012,31-40
Reggae,Energetic,74,2012-10-14,5,1486,-0.487005113,37,Non-Binary,No,No,0.504288731,The Beatles - Hey Jude,Beatles,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,NY,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2012,31-40
Jazz,Energetic,29,2012-10-15,1,1404,0.974124505,34,Male,No,Yes,7.055182222,Adele - Hello,Taylor Swift,Imagine Dragons - Believer,The Beatles - Hey Jude,Cardi B - WAP,LA,Oscar-winning movie soundtrack,Adele - Hello,No,2012,31-40
Classical,Relaxed,41,2012-10-16,3,1409,0.304427661,63,Male,No,No,2.660163107,The Beatles - Hey Jude,Beatles,Coldplay - Yellow,Coldplay - Yellow,Justin Bieber - Baby,LA,Coachella 2022,Queen - Bohemian Rhapsody,No,2012,61-70
Jazz,Melancholic,20,2012-10-17,2,612,-0.814574952,28,Female,No,Yes,8.781867302,Coldplay - Yellow,Taylor Swift,Adele - Hello,Taylor Swift - Blank Space,Imagine Dragons - Thunder,Tokyo,Local Concert,Queen - Bohemian Rhapsody,No,2012,19-30
Electronic/Dance,Energetic,77,2012-10-18,3,1159,-0.937245393,35,Female,Yes,No,1.461098227,Coldplay - Yellow,Beatles,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Justin Bieber - Baby,Tokyo,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,No,2012,31-40
